what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordPrevious",1272042945050
error,log,,,"Unexpected Exception",1272042950383
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272042951295
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1272042951531
error,log,,,"Unexpected Exception",1272042951543
error,log,,,"Unexpected Exception",1272042951546
error,log,,,"Unexpected Exception",1272042951569
error,log,,,"Unexpected Exception",1272042951586
error,log,,,"Unexpected Exception",1272042951605
error,log,,,"Unexpected Exception",1272042951607
error,log,,,"Unexpected Exception",1272042952195
error,log,,,"Unexpected Exception",1272042952265
error,log,,,"Unexpected Exception",1272042952388
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272042957308
error,log,,,"Unexpected Exception",1272042958231
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1272042959271
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1272042959520
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1272042959776
error,log,,,"Unexpected Exception",1272042960250
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1272042961722
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1272042962026
error,log,,,"Unexpected Exception",1272042962760
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272042962874
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1272042963365
error,log,,,"Unexpected Exception",1272042963382
error,log,,,"Unexpected Exception",1272042963414
error,log,,,"Unexpected Exception",1272042963420
error,log,,,"Unexpected Exception",1272042963438
error,log,,,"Unexpected Exception",1272042963439
error,log,,,"Unexpected Exception",1272042964283
error,log,,,"Unexpected Exception",1272042964396
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1272042971224
error,log,,,"Unexpected Exception",1272042971796
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272042972243
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1272042972432
error,log,,,"Unexpected Exception",1272042972448
error,log,,,"Unexpected Exception",1272042972471
error,log,,,"Unexpected Exception",1272042972473
error,log,,,"Unexpected Exception",1272042973319
error,log,,,"Unexpected Exception",1272042983415
error,log,,,"Unexpected Exception",1272042985334
error,log,,,"Unexpected Exception",1272042986847
error,log,,,"Unexpected Exception",1272042990371
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272042991987
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1272042992278
error,log,,,"Unexpected Exception",1272042992293
error,log,,,"Unexpected Exception",1272042992314
error,log,,,"Unexpected Exception",1272042992316
error,log,,,"Unexpected Exception",1272042992886
activated,view,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.views.AntView",1272043112197
error,log,,,"Unexpected Exception",1272043114592
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272043115487
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272043119022
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272043194857
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272043197201
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272043197758
error,log,,,"Unexpected Exception",1272043210399
error,log,,,"Unexpected Exception",1272043211415
error,log,,,"Unexpected Exception",1272043214423
error,log,,,"Unexpected Exception",1272043226934
error,log,,,"Unexpected Exception",1272043229948
error,log,,,"Unexpected Exception",1272043231456
error,log,,,"Unexpected Exception",1272043233963
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272043234470
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1272043234739
error,log,,,"Unexpected Exception",1272043234751
error,log,,,"Unexpected Exception",1272043234780
error,log,,,"Unexpected Exception",1272043234797
error,log,,,"Unexpected Exception",1272043234799
error,log,,,"Unexpected Exception",1272043235475
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272043238078
error,log,,,"Unexpected Exception",1272043239009
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272043254235
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272043259950
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272043259969
error,log,,,"Unexpected Exception",1272043260455
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1272043266952
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272043270091
error,log,,,"Unexpected Exception",1272043271971
error,log,,,"Unexpected Exception",1272043276481
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1272043279098
error,log,,,"Unexpected Exception",1272043281991
error,log,,,"Unexpected Exception",1272043285001
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272043286425
error,log,,,"Unexpected Exception",1272043287010
activated,view,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui.views.AntView",1272043290992
error,log,,,"Unexpected Exception",1272043292371
error,log,,,"Unexpected Exception",1272043292387
error,log,,,"Unexpected Exception",1272043292390
error,log,,,"Unexpected Exception",1272043293028
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272043293854
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272043399220
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272043402789
executed,command,org.eclipse.team.svn.ui,0.7.8.I20091023-1300,"org.eclipse.team.svn.ui.command.SynchronizeCommand",1272043429107
started,bundle,org.eclipse.ui.navigator,3.4.2.M20100120-0800,"org.eclipse.ui.navigator",1272043429629
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1272043429795
error,log,,,"SVN: '0x00000107: Synchronizing' operation finished with error",1272043429831
opened,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1272043430089
opened,view,org.eclipse.mylyn.tasks.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.repositories",1272043430119
activated,perspective,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui.TeamSynchronizingPerspective",1272043430138
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272043430157
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.sync.views.SynchronizeView",1272043430198
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272043430356
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272043432820
error,log,,,"Unexpected Exception",1272043440669
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272043442935
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272069079736
